title,extract,content,link
1-Propanethiol,"1-Propanethiol hay propyl mercaptan là một hợp chất hữu cơ có công thức phân tử là CH3CH2CH2SH. Là một hợp chất hữu cơ thuộc nhóm thiol. Nó là một chất lỏng không màu, có mùi khó chịu. Nó có độc tính vừa phải, ít đặc hơn nước và ít hòa tan trong nước. Nó được sử dụng làm nguyên liệu cho thuốc trừ sâu. Nó rất dễ cháy và tạo ra khói độc trong đám cháy. Khi làm nóng nó sẽ làm tăng áp suất và có nguy cơ phát nổ.","1-Propanethiol [ 1 ] Danh pháp IUPAC Propane-1-thiol Tên khác n -Propylthiol Propanethiol Propan-1-thiol Propyl mercaptan Mercaptan C3 Nhận dạng Số CAS 107-03-9 PubChem 7848 ChEBI 8473 Ảnh Jmol -3D ảnh SMILES đầy đủ CCCS InChI đầy đủ 1S/C3H8S/c1-2-3-4/h4H,2-3H2,1H3 ChemSpider 7560 Thuộc tính Công thức phân tử CH 3 CH 2 CH 2 SH Bề ngoài Chất lỏng không màu đến vàng nhạt Mùi Bắp cải thối [ 2 ] Khối lượng riêng 0.84 g/mL Điểm nóng chảy −113 °C (160 K; −171 °F) Điểm sôi 67 đến 68 °C (340 đến 341 K; 153 đến 154 °F) Độ hòa tan trong nước Ít tan trong nước [ 2 ] Áp suất hơi 155 mmHg [ 2 ] Độ axit (p K a ) 8 MagSus -58.5·10 −6 cm³/mol Các nguy hiểm PEL không có [ 2 ] LD 50 1,730 mg/kg (Chuột cống, miệng) [ 2 ] REL C 0.5 ppm (1.6 mg/m³) [15-minute] [ 2 ] IDLH N.D. [ 2 ] Trừ khi có ghi chú khác, dữ liệu được cung cấp cho các vật liệu trong trạng thái tiêu chuẩn của chúng (ở 25 °C [77 °F], 100 kPa). Tham khảo hộp thông tin 1-Propanethiol hay propyl mercaptan là một hợp chất hữu cơ có công thức phân tử là CH 3 CH 2 CH 2 SH . Là một hợp chất hữu cơ thuộc nhóm thiol . Nó là một chất lỏng không màu, có mùi khó chịu. Nó có độc tính vừa phải, ít đặc hơn nước và ít hòa tan trong nước . Nó được sử dụng làm nguyên liệu cho thuốc trừ sâu [ 3 ] . Nó rất dễ cháy và tạo ra khói độc trong đám cháy. Khi làm nóng nó sẽ làm tăng áp suất và có nguy cơ phát nổ [ 4 ] [ 5 ] . Cấu tạo [ sửa | sửa mã nguồn ] 1-Propanethiol là một hợp chất hữu cơ trong nhóm thiol , có công thức phân tử và công thức cấu tạo gần giống như rượu , ngoại trừ việc phân tử có chứa nhóm sulfhydryl chứa lưu huỳnh (-SH) thay thế cho nhóm hydroxyl chứa oxy trong phân tử . Công thức phân tử của 1-propanethiol là CH 3 CH 2 CH 2 SH, và công thức cấu tạo của nó gần giống như công thức cấu tạo của rượu n -propanol . Sản xuất [ sửa | sửa mã nguồn ] 1-Propanethiol được sản xuất bằng phản ứng của propen với hydro sulfide và tia cực tím bằng phản ứng cộng Anti-Markovnikov [ 6 ] . Chất này cũng có thể được điều chế bằng phản ứng của natr",https://vi.wikipedia.org/wiki/1-Propanethiol
Antachara goergeni,Antachara goergeni là một loài bướm đêm trong họ Noctuidae.,"Bài viết này là một bài mồ côi vì không có bài viết khác liên kết đến nó . Vui lòng tạo liên kết đến bài này từ các bài viết liên quan ; có thể thử dùng công cụ tìm liên kết . ( tháng 8 2020 ) Antachara goergeni Phân loại khoa học Giới ( regnum ) Animalia Ngành ( phylum ) Arthropoda Lớp ( class ) Insecta Bộ ( ordo ) Lepidoptera Họ ( familia ) Noctuidae Chi ( genus ) Antachara Loài ( species ) A. goergeni Danh pháp hai phần Antachara goergeni Thöny, 1999 Antachara goergeni là một loài bướm đêm trong họ Noctuidae . [ 1 ] [ 2 ] Chú thích [ sửa | sửa mã nguồn ] ^ Bisby, F.A.; Roskov, Y.R.; Orrell, T.M.; Nicolson, D.; Paglinawan, L.E.; Bailly, N.; Kirk, P.M.; Bourgoin, T.; Baillargeon, G.; Ouvrard, D. (2011). ""Species 2000 & ITIS Catalogue of Life: 2011 Annual Checklist"" . Species 2000: Reading, UK . Truy cập ngày 28 tháng 6 năm 2014 . ^ Beccaloni, G. W., Scoble, M. J., Robinson, G. S. & Pitkin, B. (Editors). (2003) The Global Lepidoptera Names Index (LepIndex). (Geraadpleegd maart 2013). Liên kết ngoài [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Antachara goergeni tại Wikispecies Tư liệu liên quan tới Antachara goergeni tại Wikimedia Commons Bài viết liên quan đến Acronictinae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Antachara_goergeni&oldid=71691244 ”",https://vi.wikipedia.org/wiki/Antachara_goergeni
Chadrac,"Chadrac là một xã thuộc tỉnh Haute-Loire, nằm ở phía nam miền trung nước Pháp. Xã Chadrac nằm ở khu vực có độ cao trung bình 614 mét trên mực nước biển.","Chadrac Chadrac Hành chính Quốc gia Pháp Vùng Auvergne-Rhône-Alpes Tỉnh Haute-Loire Quận Le Puy-en-Velay Tổng Le Puy-en-Velay-Nord Xã (thị) trưởng Gérard Convert Thống kê Độ cao 577–730 m (1.893–2.395 ft) (bình quân 614 m (2.014 ft) [ chuyển đổi: tùy chọn không hợp lệ ] ) Diện tích đất 1 2,48 km 2 (0,96 dặm vuông Anh) Nhân khẩu 2 3.100 (2000) - Mật độ 1.250/km 2 (3.200/sq mi) INSEE /Mã bưu chính 43046 / 43770 1 Dữ liệu địa chính Pháp loại trừ các hồ và ao lớn hơn 1 km² (0.386 dặm vuông hoặc 247 acre ) cũng như các cửa sông. 2 Dân số không tính hai lần : cư dân của nhiều xã (ví dụ, các sinh viên và quân nhân) chỉ tính một lần. Chadrac là một xã thuộc tỉnh Haute-Loire , nằm ở phía nam miền trung nước Pháp . Xã Chadrac nằm ở khu vực có độ cao trung bình 614 mét trên mực nước biển . x t s xã của tỉnh Haute-Loire Agnat • Aiguilhe • Allègre • Alleyrac • Alleyras • Ally • Araules • Arlempdes • Arlet • Arsac-en-Velay • Aubazat • Aurec-sur-Loire • Autrac • Auvers • Auzon • Azérat • Bains • Barges • Bas-en-Basset • Beaulieu • Beaumont • Beaune-sur-Arzon • Beaux • Beauzac • Bellevue-la-Montagne • Berbezit • Bessamorel • La Besseyre-Saint-Mary • Blanzac • Blassac • Blavozy • Blesle • Boisset • Bonneval • Borne • Le Bouchet-Saint-Nicolas • Bournoncle-Saint-Pierre • Le Brignon • Brioude • Brives-Charensac • Cayres • Céaux-d'Allègre • Cerzat • Ceyssac • Chadrac • Chadron • La Chaise-Dieu • Chamalières-sur-Loire • Chambezon • Le Chambon-sur-Lignon • Champagnac-le-Vieux • Champclause • Chanaleilles • Chaniat • Chanteuges • La Chapelle-Bertin • La Chapelle-d'Aurec • La Chapelle-Geneste • Charraix • Chaspinhac • Chaspuzac • Chassagnes • Chassignolles • Chastel • Chaudeyrolles • Chavaniac-Lafayette • Chazelles • Chenereilles • Chilhac • Chomelix • La Chomette • Cistrières • Cohade • Collat • Connangles • Costaros • Coubon • Couteuges • Craponne-sur-Arzon • Croisances • Cronce • Cubelles • Cussac-sur-Loire • Desges • Domeyrat • Dunières • Espalem • Espaly-Saint-Marcel • Esplantas • Les ",https://vi.wikipedia.org/wiki/Chadrac
LATAM Express,"LAN Express (mã IATA = LU, mã ICAO = LXP) là hãng hàng không của Chile, trụ sở ở Santiago. LAN Express là hãng phụ của LAN Airlines. Căn cứ chính của hãng ở Sân bay quốc tế Comodoro Arturo Merino Benítez, Santiago.","LAN Express IATA LU ICAO LXP Tên hiệu Lan Ex Lịch sử hoạt động Sân bay chính Trạm trung chuyển chính Sân bay quốc tế Comodoro Arturo Merino Benítez Thông tin chung Công ty mẹ LAN Airlines Số máy bay 12 Điểm đến 19 Trụ sở chính Santiago , Chile Trang web http://www.lan.com LAN Express (mã IATA = LU , mã ICAO = LXP ) là hãng hàng không của Chile , trụ sở ở Santiago . LAN Express là hãng phụ của LAN Airlines . Căn cứ chính của hãng ở Sân bay quốc tế Comodoro Arturo Merino Benítez , Santiago. [ 1 ] Lịch sử [ sửa | sửa mã nguồn ] Hãng được thành lập từ tháng 9/1958 dưới tên Ladeco . Tháng 8/1995 LAN Airlines mua hãng Ladeco. Tháng 10/1998 LAN Airlines hợp nhất Ladeco với Fast Air thành LAN Express. [ 1 ] Hiện nay LAN Express có nhiều tuyến đường quốc nội và vài tuyến quốc tế trong khu vực. Các nơi đến [ sửa | sửa mã nguồn ] (Tháng 1/2005) [ 2 ] : Chile Antofagasta Arica Balmaceda Calama Concepción Copiapó El Salvador Iquique La Serena Osorno Pucon Puerto Montt Punta Arenas Santiago Temuco Valdivia Argentina San Carlos de Bariloche Brasil Rio de Janeiro São Paulo . Đội máy bay [ sửa | sửa mã nguồn ] (Tháng 2/2008) [ 3 ] : 2 Airbus A319-100 (CC-COU, CC-COX) 4 Airbus A320-200 6 Boeing 737 -200 Tham khảo [ sửa | sửa mã nguồn ] ^ a b ""Directory: World Airlines"". Flight International . ngày 3 tháng 4 năm 2007. tr. 104. ^ Flight International , 5-11 tháng 4 năm 2005 ^ AirFleets Liên kết ngoài [ sửa | sửa mã nguồn ] LAN Airlines AirFleets Lấy từ “ https://vi.wikipedia.org/w/index.php?title=LATAM_Express&oldid=66388832 ”",https://vi.wikipedia.org/wiki/LATAM_Express
"Mont-Saint-Martin, Isère",Mont-Saint-Martin là một xã thuộc tỉnh Isère trong vùng Rhône-Alpes đông nam nước Pháp. Xã này nằm ở khu vực có độ cao trung bình 760 mét trên mực nước biển. Theo điều tra dân số năm 1999 của INSEE có dân số là 98 người.,"Mont-Saint-Martin Mont-Saint-Martin Hành chính Quốc gia Pháp Vùng Auvergne-Rhône-Alpes Tỉnh Isère Quận Grenoble Tổng Saint-Égrève Xã (thị) trưởng Jean Pierre Villoud (2008–2014) Thống kê Độ cao 520–1.844 m (1.706–6.050 ft) (bình quân 760 m (2.490 ft) [ chuyển đổi: tùy chọn không hợp lệ ] ) Diện tích đất 1 5 km 2 (1,9 dặm vuông Anh) Nhân khẩu 2 98 (1999) - Mật độ 20/km 2 (52/sq mi) INSEE /Mã bưu chính 38258 / 38120 1 Dữ liệu địa chính Pháp loại trừ các hồ và ao lớn hơn 1 km² (0.386 dặm vuông hoặc 247 acre ) cũng như các cửa sông. 2 Dân số không tính hai lần : cư dân của nhiều xã (ví dụ, các sinh viên và quân nhân) chỉ tính một lần. Mont-Saint-Martin là một xã thuộc tỉnh Isère trong vùng Rhône-Alpes đông nam nước Pháp . Xã này nằm ở khu vực có độ cao trung bình 760 mét trên mực nước biển . Theo điều tra dân số năm 1999 của INSEE có dân số là 98 người. x t s Xã của tỉnh Isère Les Abrets · Les Adrets · Agnin · L'Albenc · Allemond · Allevard · Ambel · Anjou · Annoisin-Chatelans · Anthon · Aoste · Apprieu · Arandon · Artas · Arzay · Assieu · Auberives-en-Royans · Auberives-sur-Varèze · Auris · Autrans · Les Avenières · Avignonet · Badinières · Balbins · La Balme-les-Grottes · Barraux · La Bâtie-Divisin · La Bâtie-Montgascon · Beaucroissant · Beaufin · Beaufort · Beaulieu · Beaurepaire · Beauvoir-de-Marc · Beauvoir-en-Royans · Bellegarde-Poussieu · Belmont · Bernin · Besse · Bessins · Bévenais · Bilieu · Biol · Biviers · Bizonnes · Blandin · Bonnefamille · Bossieu · Le Bouchage · Bougé-Chambalud · Le Bourg-d'Oisans · Bourgoin-Jallieu · Bouvesse-Quirieu · Brangues · Bressieux · Bresson · Brézins · Brié-et-Angonnes · Brion · La Buisse · La Buissière · Burcin · Cessieu · Châbons · Châlons · Chamagnieu · Champagnier · Champier · Le Champ-près-Froges · Champ-sur-Drac · Chamrousse · Chanas · Chantelouve · Chantesse · Chapareillan · La Chapelle-de-la-Tour · La Chapelle-de-Surieu · La Chapelle-du-Bard · Charancieu · Charantonnay · Charavines · Charette · Charnècles · Charvieu-Chav","https://vi.wikipedia.org/wiki/Mont-Saint-Martin,_Isère"
Giải quần vợt Pháp Mở rộng 2010 - Đôi nam,"Lukáš Dlouhý và Leander Paes là đương kim vô địch, tuy nhiên họ thất bại trong trận chung kết trước Daniel Nestor và Nenad Zimonjić.","Giải quần vợt Pháp Mở rộng 2010 - Đôi nam [[Giải quần vợt Pháp Mở rộng 2010|Giải quần vợt Pháp Mở rộng 2010]] Vô địch Daniel Nestor Nenad Zimonjić Á quân Lukáš Dlouhý Leander Paes Tỷ số chung cuộc 7–5, 6–2 Các sự kiện Đơn nam nữ Đôi nam nữ ← 2009 · Giải quần vợt Pháp Mở rộng · 2011 → Bài chi tiết: Giải quần vợt Pháp Mở rộng 2010 Lukáš Dlouhý và Leander Paes là đương kim vô địch, tuy nhiên họ thất bại trong trận chung kết trước Daniel Nestor và Nenad Zimonjić . Hạt giống [ sửa | sửa mã nguồn ] Bob Bryan / Mike Bryan (Vòng hai) Daniel Nestor / Nenad Zimonjić (Vô địch) Lukáš Dlouhý / Leander Paes (Chung kết) Wesley Moodie / Dick Norman (Bán kết) Mahesh Bhupathi / Max Mirnyi (Vòng hai) Łukasz Kubot / Oliver Marach (Tứ kết) Simon Aspelin / Paul Hanley (Vòng một) Mariusz Fyrstenberg / Marcin Matkowski (Tứ kết) František Čermák / Michal Mertiňák (Vòng ba) Julian Knowle / Andy Ram (Bán kết) Marcel Granollers / Tommy Robredo (Vòng một) John Isner / Sam Querrey (Rút lui) Mardy Fish / Mark Knowles (Vòng hai) Robert Lindstedt / Horia Tecău (Vòng một) Julien Benneteau / Michaël Llodra (Vòng ba) Eric Butorac / Rajeev Ram (Vòng một) Kết quả [ sửa | sửa mã nguồn ] Chung kết [ sửa | sửa mã nguồn ] Tứ kết Bán kết Chung kết Marcelo Melo Bruno Soares 7 7 2 0 10 Julian Knowle Andy Ram 6 3 6 6 10 Julian Knowle Andy Ram 4 2 3 Lukáš Dlouhý Leander Paes 6 6 3 Lukáš Dlouhý Leander Paes 6 6 8 Mariusz Fyrstenberg Marcin Matkowski 1 3 3 Lukáš Dlouhý Leander Paes 5 2 2 Daniel Nestor Nenad Zimonjić 7 6 Marc López Pere Riba 1 4 4 Wesley Moodie Dick Norman 6 6 4 Wesley Moodie Dick Norman 0 3 2 Daniel Nestor Nenad Zimonjić 6 6 6 Łukasz Kubot Oliver Marach 5 3 2 Daniel Nestor Nenad Zimonjić 7 6 Nửa trên [ sửa | sửa mã nguồn ] Nhánh 1 [ sửa | sửa mã nguồn ] First round Second round Third round Quarterfinals 1 B Bryan M Bryan 6 6 J Hájek L Lacko 3 1 1 B Bryan M Bryan 3 6 6 M Melo B Soares 6 2 6 M Melo B Soares 6 7 8 JI Chela E Schwank 2 6 2 M Melo B Soares 7 7 7 9 M Damm F Polášek 1 3 D Bracciali P Sta",https://vi.wikipedia.org/wiki/Giải_quần_vợt_Pháp_Mở_rộng_2010_-_Đôi_nam
NGC 384,"NGC 384 là một thiên hà hình elip nằm trong chòm sao Song Ngư. Nó được phát hiện vào ngày 4 tháng 11 năm 1850 bởi Bindon Stoney. Nó được Dreyer mô tả là ""khá mờ nhạt, khá nhỏ, phía tây nam của 2."", cái còn lại là NGC 385. Cùng với các thiên hà NGC 375, NGC 379, NGC 382, NGC 383, NGC 385, NGC 386, NGC 387 và NGC 388, NGC 384 tạo thành một cụm thiên hà có tên Arp 331.","NGC 384 Dữ liệu quan sát ( Kỷ nguyên J2000 ) Chòm sao Pisces Xích kinh 01 h 07 m 25.1 s [ 1 ] Xích vĩ +32° 17′ 33″ [ 1 ] Dịch chuyển đỏ 0.014120 [ 1 ] Vận tốc xuyên tâm Mặt Trời 4,233 km/s [ 1 ] Cấp sao biểu kiến (V) 14.05 [ 1 ] Đặc tính Kiểu G [ 1 ] Kích thước biểu kiến ( V ) 1.1' × 0.9' [ 1 ] Tên gọi khác UGC 00686, CGCG 501-084, MCG +05-03-055, 2MASX J01072503+3217341, 2MASXi J0107250+321734, PGC 3983. [ 1 ] NGC 384 là một thiên hà hình elip nằm trong chòm sao Song Ngư . Nó được phát hiện vào ngày 4 tháng 11 năm 1850 bởi Bindon Stoney . Nó được Dreyer mô tả là ""khá mờ nhạt, khá nhỏ, phía tây nam của 2."", cái còn lại là NGC 385 . Cùng với các thiên hà NGC 375 , NGC 379 , NGC 382 , NGC 383 , NGC 385, NGC 386 , NGC 387 và NGC 388 , NGC 384 tạo thành một cụm thiên hà có tên Arp 331 . [ 2 ] Tham khảo [ sửa | sửa mã nguồn ] ^ a b c d e f g h ""NASA/IPAC Extragalactic Database"" . Results for NGC 0384 . Truy cập ngày 2 tháng 9 năm 2016 . ^ ""New General Catalog Objects: NGC 350 - 399"" . Cseligman . Truy cập ngày 5 tháng 1 năm 2017 . Bài viết liên quan đến thiên hà này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=NGC_384&oldid=71691246 ”",https://vi.wikipedia.org/wiki/NGC_384
Wortegem-Petegem,"Wortegem-Petegem là một đô thị ở tỉnh Oost-Vlaanderen. Đô thị này bao gồm các làng Elsegem, Moregem, Ooike, Petegem, và Wortegem. Tại thời điểm ngày 1 tháng 1 năm 2006 Wortegem-Petegem có tổng dân số 5.977 người. Tổng diện tích là 41,96 km² với mật độ dân số là 142 người trên mỗi km². Các làng: Elsegem, Moregem, Ooike, Petegem và Wortegem.","Wortegem-Petegem — Đô thị — Hiệu kỳ Huy hiệu Wortegem-Petegem Vị trí tại Bỉ Vị trí của Wortegem-Petegem ở East Flanders Quốc gia Bỉ Cộng đồng Cộng đồng Vlaanderen Vùng Flemish Region Tỉnh East Flanders Quận hành chính Oudenaarde Đặt tên theo Wortegem, Petegem-aan-de-Leie Thủ phủ Wortegem Chính quyền • Thị trưởng Johan Delmulle (W.P.Z000) • Đảng chính phủ OpenVLD , CD&V Dân số (2018-01-01) [ 1 ] • Tổng cộng 6.440 Múi giờ UTC+1 Mã bưu chính 9790 Mã vùng 055 Thành phố kết nghĩa Moringhem Website www.wortegem-petegem.be Wortegem-Petegem là một đô thị ở tỉnh Oost-Vlaanderen . Đô thị này bao gồm các làng Elsegem , Moregem , Ooike , Petegem , và Wortegem . Tại thời điểm ngày 1 tháng 1 năm 2006 Wortegem-Petegem có tổng dân số 5.977 người. Tổng diện tích là 41,96 km² với mật độ dân số là 142 người trên mỗi km². Các làng: Elsegem , Moregem , Ooike , Petegem và Wortegem . Tham khảo [ sửa | sửa mã nguồn ] ^ ""Wettelijke Bevolking per gemeente op 1 januari 2018"" . Statbel . Truy cập ngày 9 tháng 3 năm 2019 . Liên kết ngoài [ sửa | sửa mã nguồn ] Trang mạng chính thức of the municipality x t s Các đô thị ở tỉnh Oost-Vlaanderen , Vlaanderen , Bỉ Aalst Aalst • Denderleeuw • Erpe-Mere • Geraardsbergen • Haaltert • Herzele • Lede • Ninove • Sint-Lievens-Houtem • Zottegem Dendermonde Berlare • Buggenhout • Dendermonde • Hamme • Laarne • Lebbeke • Waasmunster • Wetteren • Wichelen • Zele Eeklo Assenede • Eeklo • Kaprijke • Maldegem • Sint-Laureins • Zelzate Gent Aalter • Deinze • De Pinte • Destelbergen • Evergem • Gavere • Gent • Knesselare • Lochristi • Lovendegem • Melle • Merelbeke • Moerbeke • Nazareth • Nevele • Oosterzele • Sint-Martens-Latem • Waarschoot • Wachtebeke • Zomergem • Zulte Oudenaarde Brakel • Horebeke • Kluisbergen • Kruishoutem • Lierde • Maarkedal • Oudenaarde • Ronse • Wortegem-Petegem • Zingem • Zwalm Sint-Niklaas Beveren • Kruibeke • Lokeren • Sint-Gillis-Waas • Sint-Niklaas • Stekene • Temse Bài viết liên quan đến Bỉ này vẫn còn sơ khai . Bạn có thể giúp Wikip",https://vi.wikipedia.org/wiki/Wortegem-Petegem
Hamelia xerocarpa,Hamelia xerocarpa là một loài thực vật có hoa trong họ Thiến thảo. Loài này được Kuntze mô tả khoa học đầu tiên năm 1891.,"Hamelia xerocarpa Phân loại khoa học Giới ( regnum ) Plantae (không phân hạng) Angiospermae (không phân hạng) Eudicots Bộ ( ordo ) Gentianales Họ ( familia ) Rubiaceae Chi ( genus ) Hamelia Loài ( species ) H. xerocarpa Danh pháp hai phần Hamelia xerocarpa Kuntze Hamelia xerocarpa là một loài thực vật có hoa trong họ Thiến thảo . Loài này được Kuntze mô tả khoa học đầu tiên năm 1891. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ The Plant List (2010). "" Hamelia xerocarpa "" . Truy cập ngày 3 tháng 6 năm 2013 . Liên kết ngoài [ sửa | sửa mã nguồn ] Tư liệu liên quan tới Hamelia xerocarpa tại Wikimedia Commons Dữ liệu liên quan tới Hamelia xerocarpa tại Wikispecies Vườn thực vật hoàng gia Kew ; Đại học Harvard ; Australian Plant Name Index (biên tập). ""Hamelia xerocarpa"" . International Plant Names Index . Bài viết liên quan đến phân họ thực vật Cinchonoideae này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Hamelia_xerocarpa&oldid=71691247 ”",https://vi.wikipedia.org/wiki/Hamelia_xerocarpa
Monte Grimano Terme,"Monte Grimano là một đô thị ở tỉnh Pesaro và Urbino trong vùng Marche, nằm cách 90 km về phía tây bắc của Ancona và khoảng 40 km về phía tây của Pesaro, on the border with Slovenia. Tại thời điểm ngày 31 tháng 12 năm 2004, đô thị này có dân số 1.176 và diện tích là 24 km². Monte Grimano giáp các đô thị sau: Fiorentino (San Marino), Macerata Feltria, Mercatino Conca, Monte Cerignone, Montecopiolo, Montegiardino (San Marino), San Leo, Sassofeltrio.","Monte Grimano Terme Nước Ý Vùng Marche Tỉnh tỉnh Pesaro và Urbino (PU) Thị trưởng Độ cao m Diện tích 24 km² Dân số - Tổng số (Tháng 12 năm 2004) 1176 - Mật độ 49/km² Múi giờ CET , UTC +1 Tọa độ 43°50′B 12°25′Đ ﻿ / ﻿ 43,833°B 12,417°Đ ﻿ / 43.833; 12.417 Danh xưng montegrimanesi Mã điện thoại 0541 Mã bưu điện 61010 Vị trí của Monte Grimano tại Ý Monte Grimano là một đô thị ở tỉnh Pesaro và Urbino trong vùng Marche , nằm cách 90 km về phía tây bắc của Ancona và khoảng 40 km về phía tây của Pesaro , on the border with Slovenia. Tại thời điểm ngày 31 tháng 12 năm 2004 , đô thị này có dân số 1.176 và diện tích là 24 km². [ 1 ] Monte Grimano Terme Monte Grimano giáp các đô thị sau: Fiorentino (San Marino), Macerata Feltria , Mercatino Conca , Monte Cerignone , Montecopiolo , Montegiardino (San Marino), San Leo , Sassofeltrio . Lịch sử biến động dân số [ sửa | sửa mã nguồn ] Tham khảo [ sửa | sửa mã nguồn ] ^ Tất cả số liệu thống kê theo Viện thống kê quốc gia Italia ISTAT . Marche · Các đô thị tại tỉnh Pesaro và Urbino Acqualagna · Apecchio · Auditore · Barchi · Belforte all'Isauro · Borgo Pace · Cagli · Cantiano · Carpegna · Cartoceto · Casteldelci · Colbordolo · Fano · Fermignano · Fossombrone · Fratte Rosa · Frontino · Frontone · Gabicce Mare · Gradara · Isola del Piano · Lunano · Macerata Feltria · Maiolo · Mercatello sul Metauro · Mercatino Conca · Mombaroccio · Mondavio · Mondolfo · Monte Cerignone · Monte Grimano Terme · Monte Porzio · Montecalvo in Foglia · Monteciccardo · Montecopiolo · Montefelcino · Montelabbate · Montemaggiore al Metauro · Novafeltria · Orciano di Pesaro · Peglio · Pennabilli · Pergola · Pesaro · Petriano · Piagge · Piandimeleto · Pietrarubbia · Piobbico · Saltara · San Costanzo · San Giorgio di Pesaro · San Leo · San Lorenzo in Campo · Sant'Agata Feltria · Sant'Angelo in Lizzola · Sant'Angelo in Vado · Sant'Ippolito · Sassocorvaro · Sassofeltrio · Serra Sant'Abbondio · Serrungarina · Talamello · Tavoleto · Tavullia · Urbania · Urbino Bài viết ",https://vi.wikipedia.org/wiki/Monte_Grimano_Terme
Asotana magnifica,Asotana magnifica là một loài chân đều trong họ Cymothoidae. Loài này được Thatcher miêu tả khoa học năm 1988.,"Bài viết này là một bài mồ côi vì không có bài viết khác liên kết đến nó . Vui lòng tạo liên kết đến bài này từ các bài viết liên quan ; có thể thử dùng công cụ tìm liên kết . ( tháng 8 2020 ) Asotana magnifica Phân loại khoa học Giới ( regnum ) Animalia Lớp ( class ) Malacostraca Bộ ( ordo ) Isopoda Họ ( familia ) Cymothoidae Chi ( genus ) Asotana Loài ( species ) A. magnifica Danh pháp hai phần Asotana magnifica Thatcher , 1988 Asotana magnifica là một loài chân đều trong họ Cymothoidae . Loài này được Thatcher miêu tả khoa học năm 1988. [ 1 ] Chú thích [ sửa | sửa mã nguồn ] ^ Schotte, M. (2010). Asotana magnifica Thatcher, 1988. In: Schotte, M., Boyko, C.B, Bruce, N.L., Poore, G.C.B., Taiti, S., Wilson, G.D.F. (Eds) (2010). World Marine, Freshwater and Terrestrial Isopod Crustaceans database. Gebaseerd op informatie uit het Cơ sở dữ liệu sinh vật biển , te vinden op http://www.marinespecies.org/aphia.php?p=taxdetails&id=259136 Tham khảo [ sửa | sửa mã nguồn ] Dữ liệu liên quan tới Asotana magnifica tại Wikispecies Bài viết liên quan đến Bộ Chân đều này vẫn còn sơ khai . Bạn có thể giúp Wikipedia mở rộng nội dung để bài được hoàn chỉnh hơn. x t s Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Asotana_magnifica&oldid=67003008 ”",https://vi.wikipedia.org/wiki/Asotana_magnifica
Yên Phong (định hướng),"Yên Phong có thể là một trong số các địa danh Việt Nam sau đây: Huyện Yên Phong, tỉnh Bắc Ninh Xã Yên Phong, huyện Chợ Đồn, tỉnh Bắc Kạn Xã Yên Phong, huyện Bắc Mê, tỉnh Hà Giang Xã Yên Phong, huyện Ý Yên, tỉnh Nam Định Xã Yên Phong, huyện Yên Mô, tỉnh Ninh Bình Xã Yên Phong, huyện Yên Định, tỉnh Thanh Hóa.","Yên Phong có thể là một trong số các địa danh Việt Nam sau đây: Huyện Yên Phong , tỉnh Bắc Ninh Xã Yên Phong , huyện Chợ Đồn , tỉnh Bắc Kạn Xã Yên Phong , huyện Bắc Mê , tỉnh Hà Giang Xã Yên Phong , huyện Ý Yên , tỉnh Nam Định Xã Yên Phong , huyện Yên Mô , tỉnh Ninh Bình Xã Yên Phong , huyện Yên Định , tỉnh Thanh Hóa . Trang định hướng này liệt kê những bài viết hay chủ đề về các địa danh có tên Yên Phong . Nếu bạn đến đây từ một liên kết trong một bài , bạn có thể muốn thay đổi liên kết trỏ trực tiếp đến bài viết dự định. Lấy từ “ https://vi.wikipedia.org/w/index.php?title=Yên_Phong_(định_hướng)&oldid=59597855 ”",https://vi.wikipedia.org/wiki/Yên_Phong_(định_hướng)
